"doi","title","pubdate","publisher","url","resourcetype","date","datetype","abstractdesc","abstractdesctype","subject","username","created","modified","status","datasource","datacite_creation_date","link_checking_status"
"doi:10.5066/F7ZP457X","Chaetodipus eremicus (Chihuahuan Pocket Mouse) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec62e4b063d5d307e6a1","Dataset",,,"This dataset represents a species known range extent for Chaetodipus eremicus (Chihuahuan Pocket Mouse). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:36:23.281","2017-11-01 08:36:23.281","reserved",,,
"doi:10.5066/F73B5Z82","Spermophilus saturatus (Cascade Golden-mantled Ground Squirrel) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec07e4b063d5d307e37d","Dataset",,,"This dataset represents a species known range extent for Spermophilus saturatus (Cascade Golden-mantled Ground Squirrel). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:36:11.395","2017-11-01 08:36:11.395","reserved",,,
"doi:10.5066/F7736Q0S","Spermophilus beecheyi (California Ground Squirrel) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e269e4b063d5d307de7f","Dataset",,,"This dataset represents a species known range extent for Spermophilus beecheyi (California Ground Squirrel). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:35:59.553","2017-11-01 08:35:59.553","reserved",,,
"doi:10.5066/F7BV7FQS","Rangifer tarandus caribou (Woodland Caribou) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e281e4b063d5d307deff","Dataset",,,"This dataset represents a species known range extent for Rangifer tarandus caribou (Woodland Caribou). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:35:48.197","2017-11-01 08:35:48.197","reserved",,,
"doi:10.5066/F7GM86D2","Cemophora coccinea (Scarletsnake) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec15e4b063d5d307e3f7","Dataset",,,"This dataset represents a species known range extent for Cemophora coccinea (Scarletsnake). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:35:36.896","2017-11-01 08:35:36.896","reserved",,,
"doi:10.5066/F7MC8Z4D","Sternula antillarum athalassos (Interior Least Tern) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec30e4b063d5d307e4e1","Dataset",,,"This dataset represents a species known range extent for Sternula antillarum athalassos (Interior Least Tern). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:35:25.031","2017-11-01 08:35:25.031","reserved",,,
"doi:10.5066/F7R49PW5","Tachybaptus dominicus (Least Grebe) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e25ee4b063d5d307de3d","Dataset",,,"This dataset represents a species known range extent for Tachybaptus dominicus (Least Grebe). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:35:13.963","2017-11-01 08:35:13.963","reserved",,,
"doi:10.5066/F7VX0FM4","Corvus caurinus (Northwestern Crow) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e227e4b063d5d307dcef","Dataset",,,"This dataset represents a species known range extent for Corvus caurinus (Northwestern Crow). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:35:02.402","2017-11-01 08:35:02.402","reserved",,,
"doi:10.5066/F70K27P3","Camptostoma imberbe (Northern Beardless-tyrannulet) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec31e4b063d5d307e4e7","Dataset",,,"This dataset represents a species known range extent for Camptostoma imberbe (Northern Beardless-tyrannulet). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:34:50.709","2017-11-01 08:34:50.709","reserved",,,
"doi:10.5066/F74B30DT","Gyrinophilus subterraneus (West Virginia Spring Salamander) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e1fce4b063d5d307dbf7","Dataset",,,"This dataset represents a species known range extent for Gyrinophilus subterraneus (West Virginia Spring Salamander). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:34:38.902","2017-11-01 08:34:38.902","reserved",,,
"doi:10.5066/F7833R45","Pseudacris triseriata (Western Chorus Frog) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e205e4b063d5d307dc27","Dataset",,,"This dataset represents a species known range extent for Pseudacris triseriata (Western Chorus Frog). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:34:27.694","2017-11-01 08:34:27.694","reserved",,,
"doi:10.5066/F7CV4GV5","Plethodon websteri (Webster's Salamander) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e26fe4b063d5d307de99","Dataset",,,"This dataset represents a species known range extent for Plethodon websteri (Webster's Salamander). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:34:16.339","2017-11-01 08:34:16.339","reserved",,,
"doi:10.5066/F7HM57KW","Aegolius funereus (Boreal Owl) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ebf4e4b063d5d307e2db","Dataset",,,"This dataset represents a species known range extent for Aegolius funereus (Boreal Owl). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:34:04.875","2017-11-01 08:34:04.875","reserved",,,
"doi:10.5066/F7NC60B2","Pelecanus occidentalis (Brown Pelican) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec51e4b063d5d307e60d","Dataset",,,"This dataset represents a species known range extent for Pelecanus occidentalis (Brown Pelican). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:33:53.403","2017-11-01 08:33:53.403","reserved",,,
"doi:10.5066/F7S46R2D","Vireo altiloquus (Black-whiskered Vireo) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e1c6e4b063d5d307dad7","Dataset",,,"This dataset represents a species known range extent for Vireo altiloquus (Black-whiskered Vireo). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:33:41.095","2017-11-01 08:33:41.095","reserved",,,
"doi:10.5066/F7WS8SC3","Molothrus bonariensis (Shiny Cowbird) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e1e6e4b063d5d307db75","Dataset",,,"This dataset represents a species known range extent for Molothrus bonariensis (Shiny Cowbird). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:33:29.636","2017-11-01 08:33:29.636","reserved",,,
"doi:10.5066/F71J98VC","Arremonops rufivirgatus (Olive Sparrow) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e292e4b063d5d307df65","Dataset",,,"This dataset represents a species known range extent for Arremonops rufivirgatus (Olive Sparrow). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:33:18.616","2017-11-01 08:33:18.616","reserved",,,
"doi:10.5066/F75B01KN","Regulus calendula (Ruby-crowned Kinglet) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ebc6e4b063d5d307e155","Dataset",,,"This dataset represents a species known range extent for Regulus calendula (Ruby-crowned Kinglet). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:33:06.886","2017-11-01 08:33:06.886","reserved",,,
"doi:10.5066/F7930S90","Calcarius mccownii (Mccown's Longspur) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ebe5e4b063d5d307e24b","Dataset",,,"This dataset represents a species known range extent for Calcarius mccownii (Mccown's Longspur). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:32:55.595","2017-11-01 08:32:55.595","reserved",,,
"doi:10.5066/F7DV1J1D","Pooecetes gramineus (Vesper Sparrow) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e1e8e4b063d5d307db87","Dataset",,,"This dataset represents a species known range extent for Pooecetes gramineus (Vesper Sparrow). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:32:43.77","2017-11-01 08:32:43.77","reserved",,,
"doi:10.5066/F7JM28S5","Limnothlypis swainsonii (Swainson's Warbler) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ebbce4b063d5d307e10f","Dataset",,,"This dataset represents a species known range extent for Limnothlypis swainsonii (Swainson's Warbler). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:32:32.787","2017-11-01 08:32:32.787","reserved",,,
"doi:10.5066/F7PC31HW","Toxostoma longirostre (Long-billed Thrasher) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec58e4b063d5d307e647","Dataset",,,"This dataset represents a species known range extent for Toxostoma longirostre (Long-billed Thrasher). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:32:20.52","2017-11-01 08:32:20.52","reserved",,,
"doi:10.5066/F7T152R0","Accipiter striatus (Sharp-shinned Hawk) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec37e4b063d5d307e519","Dataset",,,"This dataset represents a species known range extent for Accipiter striatus (Sharp-shinned Hawk). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:32:09.222","2017-11-01 08:32:09.222","reserved",,,
"doi:10.5066/F7XS5TG1","Gymnorhinus cyanocephalus (Pinyon Jay) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e27be4b063d5d307dedd","Dataset",,,"This dataset represents a species known range extent for Gymnorhinus cyanocephalus (Pinyon Jay). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:31:53.9","2017-11-01 08:31:53.9","reserved",,,
"doi:10.5066/F72J69Z9","Phalacrocorax pelagicus (Pelagic Cormorant) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e1a5e4b063d5d307da3f","Dataset",,,"This dataset represents a species known range extent for Phalacrocorax pelagicus (Pelagic Cormorant). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:31:42.189","2017-11-01 08:31:42.189","reserved",,,
"doi:10.5066/F76972P1","Tantilla hobartsmithi (Smith's Black-headed Snake) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e27ce4b063d5d307dee7","Dataset",,,"This dataset represents a species known range extent for Tantilla hobartsmithi (Smith's Black-headed Snake). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:31:30.607","2017-11-01 08:31:30.607","reserved",,,
"doi:10.5066/F7B27TDC","Coleonyx switaki (Switak's Banded Gecko) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e1d1e4b063d5d307db11","Dataset",,,"This dataset represents a species known range extent for Coleonyx switaki (Switak's Banded Gecko). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:31:19.665","2017-11-01 08:31:19.665","reserved",,,
"doi:10.5066/F7FT8K57","Phyllorhynchus browni (Saddled Leaf-nosed Snake) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e230e4b063d5d307dd25","Dataset",,,"This dataset represents a species known range extent for Phyllorhynchus browni (Saddled Leaf-nosed Snake). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:31:07.687","2017-11-01 08:31:07.687","reserved",,,
"doi:10.5066/F7KK99WJ","Phrynosoma modestum (Round-tailed Horned Lizard) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ebe0e4b063d5d307e215","Dataset",,,"This dataset represents a species known range extent for Phrynosoma modestum (Round-tailed Horned Lizard). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:30:56.128","2017-11-01 08:30:56.128","reserved",,,
"doi:10.5066/F7Q81C6H","Myotis keenii (Keen's Myotis) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ebd0e4b063d5d307e1a7","Dataset",,,"This dataset represents a species known range extent for Myotis keenii (Keen's Myotis). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:30:44.13","2017-11-01 08:30:44.13","reserved",,,
"doi:10.5066/F7V123WC","Oryzomys palustris (Marsh Oryzomys) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ebf6e4b063d5d307e2e9","Dataset",,,"This dataset represents a species known range extent for Oryzomys palustris (Marsh Oryzomys). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:30:33.269","2017-11-01 08:30:33.269","reserved",,,
"doi:10.5066/F7ZS2VMD","Cervus elaphus nannodes (Tule Elk) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ebdee4b063d5d307e203","Dataset",,,"This dataset represents a species known range extent for Cervus elaphus nannodes (Tule Elk). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:30:22.274","2017-11-01 08:30:22.274","reserved",,,
"doi:10.5066/F73J3C33","Dipodomys ingens (Giant Kangaroo Rat) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e1bfe4b063d5d307dab1","Dataset",,,"This dataset represents a species known range extent for Dipodomys ingens (Giant Kangaroo Rat). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:30:11.334","2017-11-01 08:30:11.334","reserved",,,
"doi:10.5066/F77943TD","Baiomys taylori (Northern Pygmy Mouse) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec46e4b063d5d307e5a9","Dataset",,,"This dataset represents a species known range extent for Baiomys taylori (Northern Pygmy Mouse). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:29:59.436","2017-11-01 08:29:59.436","reserved",,,
"doi:10.5066/F7C24VJR","Tamias minimus (Least Chipmunk) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e220e4b063d5d307dcc3","Dataset",,,"This dataset represents a species known range extent for Tamias minimus (Least Chipmunk). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:29:47.791","2017-11-01 08:29:47.791","reserved",,,
"doi:10.5066/F7GT5M85","Tamias minimus arizonensis (White Mountains Chipmunk) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ebd7e4b063d5d307e1df","Dataset",,,"This dataset represents a species known range extent for Tamias minimus arizonensis (White Mountains Chipmunk). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:29:36.855","2017-11-01 08:29:36.855","reserved",,,
"doi:10.5066/F7MG7NN2","Rana muscosa (Southern Mountain Yellow-legged Frog) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e28ee4b063d5d307df4b","Dataset",,,"This dataset represents a species known range extent for Rana muscosa (Southern Mountain Yellow-legged Frog). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:29:25.719","2017-11-01 08:29:25.719","reserved",,,
"doi:10.5066/F7R78DBB","Plethodon virginia (Shenandoah Mountain Salamander) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e1d5e4b063d5d307db27","Dataset",,,"This dataset represents a species known range extent for Plethodon virginia (Shenandoah Mountain Salamander). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:29:14.76","2017-11-01 08:29:14.76","reserved",,,
"doi:10.5066/F7W09522","Rhinophrynus dorsalis (Burrowing Toad) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ebfee4b063d5d307e333","Dataset",,,"This dataset represents a species known range extent for Rhinophrynus dorsalis (Burrowing Toad). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:29:03.442","2017-11-01 08:29:03.442","reserved",,,
"doi:10.5066/F70R9NJN","Anaxyrus californicus (Arroyo Toad) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e1b8e4b063d5d307da8f","Dataset",,,"This dataset represents a species known range extent for Anaxyrus californicus (Arroyo Toad). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:28:52.026","2017-11-01 08:28:52.026","reserved",,,
"doi:10.5066/F74J0D8X","Anaxyrus americanus (American Toad) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ebb1e4b063d5d307e0b7","Dataset",,,"This dataset represents a species known range extent for Anaxyrus americanus (American Toad). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:28:40.012","2017-11-01 08:28:40.012","reserved",,,
"doi:10.5066/F789150N","Lithobates blairi (Plains Leopard Frog) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ebb7e4b063d5d307e0e9","Dataset",,,"This dataset represents a species known range extent for Lithobates blairi (Plains Leopard Frog). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:28:28.775","2017-11-01 08:28:28.775","reserved",,,
"doi:10.5066/F7D21WQK","Desmognathus abditus (Cumberland Dusky Salamander) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e1ece4b063d5d307db97","Dataset",,,"This dataset represents a species known range extent for Desmognathus abditus (Cumberland Dusky Salamander). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:28:17.546","2017-11-01 08:28:17.546","reserved",,,
"doi:10.5066/F7HQ3Z1P","Batrachoseps diabolicus (Hell Hollow Slender Salamander) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e242e4b063d5d307dd8b","Dataset",,,"This dataset represents a species known range extent for Batrachoseps diabolicus (Hell Hollow Slender Salamander). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:28:05.973","2017-11-01 08:28:05.973","reserved",,,
"doi:10.5066/F7NG4PQJ","Necturus beyeri (Gulf Coast Waterdog) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec17e4b063d5d307e419","Dataset",,,"This dataset represents a species known range extent for Necturus beyeri (Gulf Coast Waterdog). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:27:54.593","2017-11-01 08:27:54.593","reserved",,,
"doi:10.5066/F7S75FF8","Eurycea tynerensis (Oklahoma Salamander) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e1e2e4b063d5d307db61","Dataset",,,"This dataset represents a species known range extent for Eurycea tynerensis (Oklahoma Salamander). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:27:42.693","2017-11-01 08:27:42.693","reserved",,,
"doi:10.5066/F7X06650","Plethodon ocmulgee (Ocmulgee Slimy Salamander) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e222e4b063d5d307dccf","Dataset",,,"This dataset represents a species known range extent for Plethodon ocmulgee (Ocmulgee Slimy Salamander). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:27:32.154","2017-11-01 08:27:32.154","reserved",,,
"doi:10.5066/F71R6PNK","Sayornis nigricans (Black Phoebe) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec2fe4b063d5d307e4d3","Dataset",,,"This dataset represents a species known range extent for Sayornis nigricans (Black Phoebe). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:27:20.977","2017-11-01 08:27:20.977","reserved",,,
"doi:10.5066/F75H7FC9","Ptychoramphus aleuticus (Cassin's Auklet) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e261e4b063d5d307de51","Dataset",,,"This dataset represents a species known range extent for Ptychoramphus aleuticus (Cassin's Auklet). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:27:10.305","2017-11-01 08:27:10.305","reserved",,,
"doi:10.5066/F7959GP9","Spizella passerina (Chipping Sparrow) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e24fe4b063d5d307dde1","Dataset",,,"This dataset represents a species known range extent for Spizella passerina (Chipping Sparrow). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:26:59.018","2017-11-01 08:26:59.018","reserved",,,
"doi:10.5066/F7DZ07D8","Tyrannus vociferans (Cassin's Kingbird) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec07e4b063d5d307e379","Dataset",,,"This dataset represents a species known range extent for Tyrannus vociferans (Cassin's Kingbird). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:26:48.512","2017-11-01 08:26:48.512","reserved",,,
"doi:10.5066/F7JQ103J","Cynanthus latirostris (Broad-billed Hummingbird) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ebd6e4b063d5d307e1d1","Dataset",,,"This dataset represents a species known range extent for Cynanthus latirostris (Broad-billed Hummingbird). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:26:36.716","2017-11-01 08:26:36.716","reserved",,,
"doi:10.5066/F7PG1QTG","Rynchops niger (Black Skimmer) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ebeee4b063d5d307e2a3","Dataset",,,"This dataset represents a species known range extent for Rynchops niger (Black Skimmer). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:26:25.643","2017-11-01 08:26:25.643","reserved",,,
"doi:10.5066/F7T72GJ6","Laterallus jamaicensis (Black Rail) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec42e4b063d5d307e57f","Dataset",,,"This dataset represents a species known range extent for Laterallus jamaicensis (Black Rail). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:26:15.253","2017-11-01 08:26:15.253","reserved",,,
"doi:10.5066/F7Z0378X","Plethodon vandykei (Van Dyke's Salamander) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec3ee4b063d5d307e557","Dataset",,,"This dataset represents a species known range extent for Plethodon vandykei (Van Dyke's Salamander). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:26:03.793","2017-11-01 08:26:03.793","reserved",,,
"doi:10.5066/F72R3QRH","Eurycea guttolineata (Three-lined Salamander) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec25e4b063d5d307e48b","Dataset",,,"This dataset represents a species known range extent for Eurycea guttolineata (Three-lined Salamander). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:25:53","2017-11-01 08:25:53","reserved",,,
"doi:10.5066/F76D5S4T","Anaxyrus debilis (Green Toad) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e26ee4b063d5d307de95","Dataset",,,"This dataset represents a species known range extent for Anaxyrus debilis (Green Toad). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:25:41.939","2017-11-01 08:25:41.939","reserved",,,
"doi:10.5066/F7B56HV4","Plethodon dunni (Dunn's Salamander) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ebebe4b063d5d307e283","Dataset",,,"This dataset represents a species known range extent for Plethodon dunni (Dunn's Salamander). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:25:31.344","2017-11-01 08:25:31.344","reserved",,,
"doi:10.5066/F7FX78J3","Ondatra zibethicus (Common Muskrat) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec2de4b063d5d307e4cd","Dataset",,,"This dataset represents a species known range extent for Ondatra zibethicus (Common Muskrat). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 08:25:20.692","2017-11-01 08:25:20.692","reserved",,,
